Make,Model,Vendor Code,Vendor Name,MPN,AD Item Number,Vendor Notes,REF#,OEM#,Year
POLARIS,Sportsman 500 EFI Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 EFI X2,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 EFI,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 EFI Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 EFI X2 Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 HO RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 HO Polaris Pursuite LE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 HO DUSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1997
POLARIS,Sportsman 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 6x6,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 EFI Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 EFI X2,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 EFI,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 EFI Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 EFI X2 Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 HO RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 HO Polaris Pursuite LE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 HO DUSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1998
POLARIS,Sportsman 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 6x6,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 EFI Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 EFI X2,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 EFI,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 EFI Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 EFI X2 Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 HO RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 HO Polaris Pursuite LE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 HO DUSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 6x6,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 EFI Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 EFI X2,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 EFI,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 EFI Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 EFI X2 Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 HO RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 HO Polaris Pursuite LE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 HO DUSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 6x6,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 EFI Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 EFI X2,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 EFI,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 EFI Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 EFI X2 Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 HO RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 HO Polaris Pursuite LE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 HO DUSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 6x6,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 EFI Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 EFI X2,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 EFI,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 EFI Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 EFI X2 Deluxe,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 HO RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 HO Polaris Pursuite LE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 HO DUSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
Make,Model,Vendor Code,Vendor Name,MPN,AD Item Number,Vendor Notes,REF#,OEM#,Year
POLARIS,Worker 500,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,1999
POLARIS,Worker 500,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Worker 500,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 RSE,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
Make,Model,Vendor Code,Vendor Name,MPN,AD Item Number,Vendor Notes,REF#,OEM#,Year
POLARIS,Magnum 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2000
POLARIS,Magnum 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Magnum 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Magnum 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2003
Make,Model,Vendor Code,Vendor Name,MPN,AD Item Number,Vendor Notes,REF#,OEM#,Year
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2003
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2004
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2005
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2006
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2007
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2008
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2009
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2010
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2011
POLARIS,Scrambler 500 4x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2012
Make,Model,Vendor Code,Vendor Name,MPN,AD Item Number,Vendor Notes,REF#,OEM#,Year
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2001
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2002
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2003
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2004
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2005
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2006
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2007
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2008
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2009
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2010
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2011
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2012
POLARIS,Sportsman 500 HO,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2013
Make,Model,Vendor Code,Vendor Name,MPN,AD Item Number,Vendor Notes,REF#,OEM#,Year
POLARIS,Scrambler 500 2x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2007
POLARIS,Scrambler 500 2x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2008
POLARIS,Scrambler 500 2x4,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2009
Make,Model,Vendor Code,Vendor Name,MPN,AD Item Number,Vendor Notes,REF#,OEM#,Year
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2010
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2011
POLARIS,Sportsman 500 HO Touring,NACH,NACHMAN INTERNATIONAL CO.LTD,AT-01320A,128707,"W/ WIRE 60 CM, RESISTOR 5KΩ, MATERIAL: EPD+WIRE",,3084980,2012
